07:06:38,0.00,0.00,20.000,sad,N/A,Mhm.
07:06:39,0.00,0.66,20.000,sad,N/A,N/A
07:06:40,0.00,1.65,20.000,fear,N/A,N/A
07:06:41,0.00,5.25,20.000,fear,N/A,N/A
07:06:42,0.00,12.43,20.000,fear,N/A,N/A
07:06:43,0.00,14.59,20.000,neutral,N/A,Mhm.
07:06:44,0.00,17.09,20.000,sad,N/A,N/A
07:06:45,0.00,19.57,21.000,happy,N/A,Okay.
07:06:46,0.00,21.37,21.000,neutral,N/A,N/A
07:06:47,0.00,23.08,21.000,fear,N/A,N/A
07:06:48,0.00,24.93,21.000,surprise,N/A,N/A
07:06:49,0.00,26.46,21.000,neutral,N/A,N/A
07:06:50,0.00,27.96,21.000,neutral,N/A,N/A
07:06:51,0.00,30.52,21.000,angry,N/A,N/A
07:06:52,0.00,33.65,21.000,neutral,N/A,Yeah.
07:06:53,0.00,37.13,21.000,sad,N/A,N/A
07:06:54,0.00,40.18,21.000,happy,N/A,N/A
07:06:55,0.00,43.35,21.000,neutral,N/A,N/A
07:06:56,0.00,46.72,21.000,neutral,N/A,N/A
07:06:57,0.00,49.86,21.000,neutral,N/A,N/A
07:06:58,0.00,53.48,21.000,sad,N/A,N/A
07:06:59,0.00,57.40,21.000,sad,N/A,N/A
07:07:00,0.00,61.21,21.000,sad,N/A,Just beginning my ride.
07:07:01,0.00,63.85,21.000,happy,N/A,Just beginning my ride.
07:07:02,0.00,69.04,21.000,sad,N/A,Just beginning my ride.
07:07:03,0.00,75.59,21.000,sad,N/A,Writing down my street.
07:07:04,0.00,80.46,21.000,neutral,N/A,Writing down my street.
07:07:05,0.00,85.69,21.000,angry,N/A,N/A
07:07:06,0.00,90.66,21.000,happy,N/A,Bit windy.
07:07:07,0.00,95.19,21.000,happy,N/A,Not too bad.
07:07:08,0.00,98.90,21.000,neutral,N/A,N/A
07:07:09,0.00,104.38,21.000,happy,N/A,Nothing eventful happening as of yet.
07:07:10,0.00,110.42,21.000,surprise,N/A,Nothing eventful happening as of yet.
07:07:11,0.00,115.92,21.000,sad,N/A,Nothing eventful happening as of yet.
07:07:12,0.00,121.45,21.000,sad,N/A,N/A
07:07:13,0.00,126.76,21.000,happy,N/A,N/A
07:07:14,0.00,131.75,21.000,happy,N/A,N/A
07:07:15,0.00,136.63,21.000,neutral,N/A,N/A
07:07:16,0.00,141.68,21.000,happy,N/A,Mhm.
07:07:17,0.00,147.07,21.000,happy,N/A,Mhm.
07:07:18,0.00,152.68,21.000,neutral,N/A,N/A
07:07:19,0.00,158.04,21.000,fear,N/A,N/A
07:07:20,0.00,164.18,21.000,happy,N/A,And check turning right.
07:07:21,0.00,170.17,21.000,happy,N/A,N/A
07:07:22,0.00,176.33,21.000,neutral,N/A,N/A
07:07:23,0.00,182.90,21.000,happy,N/A,All clear.
07:07:24,0.00,189.27,21.000,happy,N/A,All clear.
07:07:25,0.00,195.34,21.000,neutral,N/A,N/A
07:07:26,0.00,200.49,21.000,neutral,N/A,N/A
07:07:27,0.00,206.84,21.000,happy,N/A,N/A
07:07:28,0.00,213.89,21.000,neutral,N/A,N/A
07:07:29,0.00,219.25,21.000,neutral,N/A,N/A
07:07:30,0.00,225.97,21.000,surprise,N/A,N/A
07:07:31,0.00,233.49,21.000,neutral,N/A,N/A
07:07:32,0.00,239.93,21.000,neutral,N/A,Mhm.
07:07:33,0.00,246.30,21.000,neutral,N/A,N/A
07:07:34,0.00,252.06,21.000,happy,N/A,N/A
07:07:35,26.80,26.80,6.540,neutral,N/A,Check.
07:07:36,21.00,26.80,266.660,happy,N/A,N/A
07:07:37,21.00,26.80,273.330,neutral,N/A,N/A
07:07:38,21.00,26.80,279.560,neutral,N/A,N/A
07:07:39,21.00,26.80,285.070,neutral,N/A,20 minutes.
